,id,TRBV9,TRBV8-2,TRBV7-9,TRBV7-8,TRBV7-7,TRBV7-6,TRBV7-5,TRBV7-4,TRBV7-3,TRBV7-2,TRBV7-1,TRBV6-9,TRBV6-8,TRBV6-7,TRBV6-6,TRBV6-5,TRBV6-4,TRBV6-3,TRBV6-1,TRBV5-8,TRBV5-7,TRBV5-6,TRBV5-5,TRBV5-4,TRBV5-3,TRBV5-2,TRBV5-1,TRBV4-3,TRBV4-2,TRBV4-1,TRBV30,TRBV3-2,TRBV3-1,TRBV29-1,TRBV28,TRBV27,TRBV26,TRBV25-1,TRBV24-1,TRBV23-1,TRBV22-1,TRBV21-1,TRBV20-1,TRBV2,TRBV19,TRBV18,TRBV17,TRBV16,TRBV15,TRBV14,TRBV13,TRBV12-5,TRBV12-4,TRBV12-3,TRBV12-2,TRBV12-1,TRBV11-3,TRBV11-2,TRBV11-1,TRBV10-3,TRBV10-2,TRBV10-1,TRBV1,TRAV3,TRAV20
0,HIP03695.txt,5279,,4652,2342,649,1507,10.0,22,1624,2311,,36.0,23.0,74.0,2340,8711,971,1602,5266,571.0,39.0,2114,223,3042,81,,8145,10.0,2044,6574,263,2631,,7292,8981,3445,,2245,3646,253,1.0,465,13426,5183,3219,2523,,134.0,2249,1628,1313,286,3907,,82.0,18.0,887,3005,452.0,3024,1292,1284,153,,
0,HIP11857.txt,7560,,8725,3111,743,2096,36.0,49,2993,10015,,55.0,56.0,73.0,4943,7883,1026,8703,5609,929.0,76.0,3754,1100,4567,191,,13533,5199.0,3751,4584,7781,6913,1.0,4915,2174,5824,,1686,3252,419,1.0,1082,19153,8055,7958,5090,,88.0,2806,1242,1694,960,11143,,130.0,71.0,2171,3380,816.0,4273,430,530,139,,
0,HIP13989.txt,3428,,5907,1948,440,1135,23.0,123,149,7870,,22.0,10.0,36.0,3384,4804,559,4220,3287,641.0,36.0,1803,1016,2101,88,,7829,2412.0,297,1891,3988,4297,1.0,2487,4223,2619,,706,1181,212,1.0,579,9537,3808,5849,4183,,79.0,1274,963,574,442,6003,,96.0,44.0,869,3092,80.0,1777,824,835,41,,
0,HIP15854.txt,9748,,13220,3670,458,2373,44.0,256,2624,8498,,61.0,66.0,122.0,6435,10821,1995,7265,8626,1358.0,85.0,5153,1693,5828,260,1.0,15678,4291.0,4129,6576,6170,8031,1.0,4891,10216,13293,,3315,2993,543,2.0,1389,22351,8189,12912,5241,4.0,191.0,4038,3141,2038,1397,12135,,215.0,89.0,4741,5822,438.0,3019,1927,2145,165,,
0,HIP13789.txt,7552,,8949,1399,788,2372,39.0,31,3616,4423,1.0,20.0,31.0,61.0,4109,6657,1011,2011,5488,554.0,49.0,1702,1248,4008,167,1.0,12316,7.0,3187,4201,2777,5469,1.0,4416,9763,6230,,1526,2465,340,1.0,1016,16024,7407,8741,6228,,160.0,2051,1316,1430,891,7339,,124.0,57.0,1179,3703,847.0,3381,770,954,117,,
0,HIP10602.txt,9162,1.0,10582,3934,619,2519,31.0,28,3009,6705,1.0,55.0,46.0,81.0,5832,8124,1093,6426,7557,1442.0,52.0,5130,1771,5584,156,,14480,2987.0,3742,8232,172,9530,2.0,5550,8660,7896,,1732,2502,348,,772,18967,11585,9989,5164,,153.0,3651,2108,2147,1110,7938,,119.0,50.0,1142,4095,948.0,4005,910,787,101,,
0,HIP01465.txt,4565,,8221,2507,554,2027,44.0,299,102,7645,2.0,45.0,23.0,72.0,4042,6118,1192,4750,5088,1061.0,41.0,3044,1509,3850,146,,10725,2343.0,2251,3327,6636,5334,,3752,1484,5166,,1533,1962,360,4.0,1031,14149,6066,9830,5366,,133.0,2288,1480,767,767,8842,,125.0,82.0,962,4111,269.0,2055,1328,1182,94,,
0,HIP02931.txt,8258,,7161,2295,498,2030,18.0,22,2853,5343,,33.0,27.0,55.0,3893,5863,998,4654,4844,1076.0,50.0,3265,1180,3475,103,,9352,2397.0,2030,2894,110,5443,3.0,4139,2178,6036,,1729,4019,254,1.0,754,13360,5342,8358,4039,,146.0,2113,1735,1635,872,7619,,59.0,31.0,1998,3165,775.0,3158,708,724,59,,
0,HIP14138.txt,8709,,10404,3178,745,2691,36.0,205,1964,4573,,59.0,49.0,86.0,4977,8021,1142,2385,6870,1355.0,53.0,4440,1510,3948,189,1.0,12722,17.0,3535,7303,186,7691,,4351,7980,7755,,1687,1821,422,1.0,1019,12335,8511,10358,4445,,209.0,2825,1815,2014,1074,9932,,137.0,61.0,1082,4256,444.0,3097,1349,1336,154,,
0,HIP13265.txt,14415,1.0,15509,4276,1140,3885,37.0,94,6875,6674,3.0,86.0,68.0,127.0,7820,13792,2369,3896,10680,1943.0,98.0,6645,2355,8080,406,,23863,16.0,3412,8621,5874,9841,1.0,9467,17013,14193,,3913,7380,850,2.0,2264,27949,13179,21696,9746,,279.0,5013,3902,2136,917,12668,,258.0,109.0,2210,6846,1264.0,4061,2355,2772,314,,
0,HIP13865.txt,3330,,4366,1344,320,933,12.0,70,854,3810,2.0,7.0,,33.0,2468,3885,733,3138,3443,722.0,22.0,2219,966,2412,89,,6457,1641.0,685,3246,3332,3543,,1992,1030,2951,1.0,877,702,205,1.0,533,8344,3470,6119,2632,,88.0,1275,969,626,656,5113,,70.0,27.0,614,2489,243.0,1359,750,625,47,,
0,HIP13806.txt,3621,,4680,1974,435,1217,24.0,200,77,6212,1.0,26.0,20.0,60.0,2769,4951,862,5615,3097,705.0,29.0,2582,972,2998,86,,7357,3677.0,1242,2083,4835,3383,,3210,4636,3548,,1172,2110,172,,516,11194,4033,5765,2881,,56.0,1858,1070,863,614,4936,,114.0,47.0,963,2695,234.0,2474,784,975,64,,
0,HIP14175.txt,12210,,11563,3521,757,2683,61.0,62,3852,7419,4.0,53.0,49.0,107.0,5529,8665,1491,6804,7020,1391.0,68.0,4982,2122,5784,276,1.0,16190,2821.0,3396,6014,8074,9794,1.0,6116,16341,10757,,2077,4598,521,1.0,1445,19051,8870,11427,5542,,161.0,3845,2102,2311,654,11842,,167.0,106.0,1385,4912,1043.0,5186,1182,1172,175,,
0,HIP10639.txt,8183,,9682,3415,745,2283,43.0,58,2476,6188,,56.0,47.0,77.0,4981,8562,1242,5933,7716,1569.0,49.0,4677,1475,5090,190,,15065,3292.0,3582,7635,8012,5835,1.0,4849,1613,6664,,1631,1877,436,,977,13693,10790,10658,4910,,191.0,3134,1522,2123,1013,10366,,120.0,74.0,858,3633,592.0,3219,1273,1234,144,,
0,HIP09119.txt,5712,,4849,2530,715,1750,21.0,25,2042,8847,1.0,43.0,30.0,30.0,3022,6890,1526,6344,3865,771.0,34.0,2366,367,3396,112,,8060,4543.0,2999,3895,7056,3228,1.0,5613,10115,2192,,1735,2428,254,,626,14452,5383,4337,2889,,156.0,2235,1393,1059,312,4938,,85.0,39.0,1141,3387,583.0,2987,652,846,98,,
0,HIP13227.txt,3614,,4804,1606,345,1452,26.0,133,922,2650,,47.0,24.0,50.0,2347,3819,821,1261,3329,607.0,34.0,1710,1049,2500,92,2.0,8146,16.0,1314,3063,2421,3174,,2706,5086,5259,,1157,1085,265,2.0,631,9479,4528,5110,3171,,89.0,1639,994,599,451,3904,,114.0,43.0,628,2676,366.0,1319,709,770,84,,
0,HIP14092.txt,6272,,8333,2678,702,2241,30.0,43,2881,3376,1.0,51.0,42.0,3.0,4931,7597,1245,2660,8986,1148.0,52.0,4074,1139,4797,160,,11951,10.0,2344,6204,8996,7254,2.0,6319,11312,8215,,2526,4498,328,1.0,890,16064,8581,9524,4319,5.0,161.0,2575,2135,1721,806,9063,,144.0,56.0,2557,3366,694.0,3663,670,757,125,,
0,HIP13978.txt,7695,1.0,8479,3086,721,2360,36.0,46,3518,5361,2.0,67.0,31.0,101.0,5300,9078,1712,2787,7249,1289.0,63.0,3799,1409,4802,221,,13113,8.0,2350,4794,6846,6677,,5495,9357,10956,,1980,5578,436,,1033,15865,8852,12728,5683,5.0,193.0,2492,1958,1677,917,9841,,178.0,80.0,3097,4769,754.0,2886,1458,1945,159,,
0,HIP14176.txt,4809,,6123,2056,264,1622,21.0,122,1386,5483,,41.0,22.0,62.0,3402,6083,2142,4780,4931,782.0,40.0,3105,1145,3968,118,,10656,2316.0,2397,2895,7006,3818,,3082,5164,5124,,2317,1872,312,2.0,697,12414,5706,6757,3456,,131.0,2384,1434,847,724,7435,,112.0,43.0,835,3198,406.0,2911,1205,1244,91,,
0,HIP01218.txt,4072,,7211,2410,728,2352,29.0,176,1442,4652,,58.0,28.0,72.0,3841,7032,1746,2149,5656,1063.0,46.0,2843,1094,4037,135,,10967,9.0,1933,4816,5226,5032,2.0,4737,7899,9700,,1971,2402,361,2.0,906,12717,6634,7834,4573,,94.0,2766,1957,1173,832,6848,,144.0,55.0,1018,3319,450.0,2397,1310,1713,115,,
0,HIP15860.txt,2456,,2672,1003,273,814,12.0,16,1510,3854,1.0,8.0,13.0,11.0,1776,2747,567,3262,1511,378.0,12.0,1093,580,1332,76,,3247,2047.0,1114,916,1404,1863,,1548,2698,2043,,434,981,157,,277,6648,1899,3448,2485,2.0,61.0,852,682,340,168,3433,,49.0,19.0,572,1211,312.0,1114,150,158,32,,
0,HIP13661.txt,5363,,6123,2014,441,1370,18.0,20,2005,5020,,30.0,28.0,45.0,4070,7114,1231,5644,6505,1060.0,50.0,4380,853,4804,138,,12882,1852.0,2171,4454,7467,4402,,6011,11663,5522,,1783,3284,230,,488,14072,7886,6488,2680,,125.0,2597,1058,1301,302,6974,,85.0,36.0,691,3004,583.0,2876,783,739,84,,
0,HIP12088.txt,10995,,11370,3882,894,2523,53.0,73,3958,9049,1.0,76.0,54.0,97.0,5340,8731,1357,6465,6622,1604.0,78.0,4791,1026,7328,219,,18308,4007.0,2057,6031,6585,8753,2.0,6345,22156,10909,1.0,2371,5434,607,2.0,1697,27175,11494,12354,8151,,246.0,5035,2429,1852,778,8926,,204.0,108.0,2257,6243,1271.0,5185,1529,1939,209,,
0,HIP00985.txt,10094,,7677,3777,875,2511,48.0,57,4222,7844,1.0,47.0,46.0,94.0,6100,11041,1269,6759,7525,1543.0,43.0,3983,2389,5893,204,,18924,2966.0,3360,5812,8060,7966,3.0,5853,17387,8626,,2018,4394,436,2.0,1210,21854,10481,8372,8704,,170.0,3511,2186,1167,477,8993,,167.0,81.0,1767,5936,1051.0,3554,1176,1044,133,,
0,HIP17534.txt,10628,,8625,3533,1150,2489,41.0,181,2747,14942,2.0,39.0,39.0,72.0,5474,8189,1244,9796,6175,1733.0,66.0,5070,2040,6688,214,,14849,7067.0,2722,3699,9467,8349,5.0,6449,12795,7705,,1819,4666,499,1.0,1369,25388,10570,14093,7361,2.0,226.0,3405,1915,1592,1232,10214,,146.0,60.0,4868,5697,776.0,4729,989,1141,119,,
0,HIP13230.txt,2310,,2126,533,196,499,4.0,12,706,1310,,15.0,10.0,25.0,1146,2471,188,1365,1668,175.0,19.0,1221,272,1049,60,,4043,1008.0,1224,2019,2958,1069,,2465,2546,1751,,470,428,80,,63,7002,1590,2075,2085,,16.0,636,391,338,150,2048,,36.0,12.0,210,637,176.0,637,152,187,70,,
0,HIP01055.txt,1897,,2909,460,213,733,10.0,16,1021,2578,,2.0,6.0,28.0,1216,2175,701,2489,1553,166.0,13.0,1048,398,1068,55,,2726,1591.0,806,1523,1035,1734,,1329,2412,2075,,1085,863,140,,316,4119,1705,2881,1284,1.0,61.0,709,522,416,312,2415,,45.0,24.0,433,1033,228.0,902,132,145,29,,
0,HIP13296.txt,3049,,4347,1484,435,1070,7.0,48,570,3697,,30.0,14.0,50.0,2469,6288,496,3625,3635,499.0,21.0,1950,172,2277,69,,5741,1858.0,2086,3110,7194,2220,,5983,8026,2111,,1675,2214,158,,378,12429,4306,2538,2410,,110.0,1756,1013,693,256,3570,,50.0,14.0,467,1794,168.0,1641,714,768,130,,
0,HIP09020.txt,5673,,6245,2172,596,1721,35.0,36,2441,4814,,28.0,25.0,38.0,2738,4006,912,3484,3998,862.0,35.0,2665,1262,3815,119,,8434,1995.0,1490,3049,2877,4787,,4077,11822,4791,,1296,1859,284,3.0,887,13643,5719,8064,3296,,140.0,2007,1401,978,494,6560,,88.0,40.0,1327,3849,732.0,2740,772,1126,81,,
0,HIP01359.txt,1944,,5984,1847,216,1230,8.0,190,46,3039,,42.0,38.0,57.0,3837,6345,471,2127,7968,623.0,41.0,3165,966,2271,73,,9985,4.0,2214,4678,10501,3632,1.0,5179,2429,3317,,1410,606,179,,141,14876,5168,8567,5084,1.0,52.0,2043,928,926,537,6380,,44.0,30.0,307,2538,272.0,1111,773,436,95,,
0,HIP13949.txt,4726,,5527,2104,535,1715,29.0,34,2406,4057,,41.0,33.0,53.0,3332,5296,763,1720,5681,961.0,32.0,2498,1160,3353,144,,10078,4.0,1581,3259,2129,5521,2.0,2699,6213,3863,,1264,1521,350,2.0,912,10623,5164,7624,4427,,109.0,2116,1568,801,846,7161,,106.0,56.0,2018,3210,605.0,1520,949,945,111,,
0,HIP14071.txt,3388,,3510,1350,268,916,10.0,22,1275,3842,,20.0,12.0,32.0,2140,3182,511,3475,2079,575.0,32.0,1946,599,2024,90,,3999,2316.0,732,1177,1859,2314,,2254,4543,2936,,891,1262,156,1.0,429,6596,3309,4508,2039,,114.0,1359,850,881,346,3802,,63.0,19.0,398,1377,378.0,1116,209,174,33,,
0,HIP13294.txt,6833,,9971,3118,944,2030,37.0,382,105,9570,1.0,85.0,36.0,60.0,5106,9756,1420,6178,6081,1128.0,66.0,3747,1265,5145,190,,12787,2475.0,1507,3452,7836,5691,1.0,5855,17997,8083,,1836,5272,431,,1178,19656,5895,10039,7012,,189.0,2817,1681,1621,552,7886,,137.0,81.0,1583,4139,500.0,4460,1105,1341,111,,
0,HIP05390.txt,6065,,11492,3766,973,2599,54.0,504,145,10213,2.0,80.0,63.0,102.0,6435,9062,2081,6775,8041,1446.0,101.0,4479,2125,7038,212,,16705,2701.0,3761,4516,5020,8857,9.0,7264,17632,9785,,2317,5114,584,,1683,23029,9248,12901,5383,,173.0,3383,2611,1792,662,8443,,181.0,106.0,2462,5951,1410.0,4593,628,644,163,,
0,HIP12165.txt,3525,1.0,4919,1370,278,1027,18.0,25,1207,2222,,23.0,21.0,29.0,2266,4129,645,995,3981,627.0,27.0,1917,983,2294,80,,5161,4.0,1074,3741,76,3370,6.0,1971,975,3373,,868,613,144,,393,6954,3384,3714,1771,,96.0,1217,964,878,765,5262,,79.0,22.0,579,2189,413.0,1321,624,596,34,,
0,HIP13972.txt,3926,,3836,1644,435,1250,8.0,30,1252,2375,,36.0,11.0,58.0,2044,5959,926,1090,3606,501.0,31.0,1517,230,2234,74,,5327,8.0,1306,4305,4329,2824,,3426,5450,2480,,1198,1551,191,,405,6589,4556,2764,1937,,99.0,1173,1135,1120,680,5187,,76.0,15.0,1511,2376,367.0,2091,673,869,105,,
0,HIP04597.txt,8208,,8305,2984,584,2228,37.0,53,3680,4558,,45.0,27.0,74.0,4388,6412,1412,2276,6867,1147.0,51.0,3302,1436,3696,215,,13678,2.0,2441,2485,6907,8183,1.0,4975,15064,10939,,1575,4408,456,1.0,1200,15981,8508,10781,4964,,239.0,2584,2106,1606,542,8792,,149.0,87.0,1329,4246,935.0,3244,1025,1100,155,,
0,HIP03651.txt,7779,,10514,3336,687,2224,30.0,44,4237,9455,,44.0,26.0,83.0,4737,5955,1720,5905,6808,1200.0,48.0,3851,1729,5191,203,,14821,3215.0,1509,5976,8638,8122,1.0,5525,7773,8775,,1916,2846,492,2.0,1147,21926,10207,12203,6433,,161.0,3116,1580,1240,1033,8931,,142.0,64.0,1435,5504,840.0,4636,1430,1685,132,,
0,HIP13976.txt,4125,,5128,1073,590,1439,24.0,30,1981,3719,1.0,19.0,24.0,45.0,2566,4697,1005,3327,4282,366.0,32.0,2728,852,2874,120,,7269,1602.0,1920,3176,2611,3332,3.0,3747,7829,4200,,1185,1820,311,,643,8500,5575,5674,2344,5.0,125.0,1724,1208,972,699,5200,,76.0,42.0,2009,2568,515.0,2048,570,641,101,,
0,HIP01266.txt,9300,,10506,3335,1064,2694,38.0,65,4708,11752,,47.0,43.0,115.0,6817,11829,1874,11094,4814,1515.0,88.0,5238,1418,5274,269,1.0,13636,7152.0,2451,6197,12541,7106,1.0,4409,15233,7686,,2736,6173,513,1.0,1329,21525,7728,11945,6224,,193.0,3935,2244,2141,780,12390,,203.0,103.0,1983,5312,1102.0,5135,1537,2351,144,,
0,HIP10564.txt,6200,,10157,3033,815,2369,23.0,171,2020,7001,,62.0,29.0,75.0,6215,12151,1663,7608,7242,1179.0,59.0,4728,927,4968,105,,14418,4117.0,3356,5213,4571,10991,,6213,9454,8433,,2632,3794,267,,619,18893,8770,8966,5070,,111.0,2881,2007,1781,1071,13209,,86.0,27.0,906,2751,617.0,4449,929,1307,101,,
0,HIP14048.txt,9748,,10127,3225,974,2512,35.0,42,3891,5167,1.0,65.0,42.0,65.0,5753,9446,1624,2471,7944,1249.0,62.0,4079,1376,4474,180,,14155,4.0,2134,4186,4031,7615,3.0,5452,11427,10875,,2584,3839,394,,1199,15364,8396,11848,5166,7.0,201.0,2870,2243,1914,1518,11424,,126.0,81.0,2947,4659,951.0,3553,1235,1967,117,,
0,HIP03678.txt,3032,,3677,1679,326,930,14.0,20,1563,3694,1.0,29.0,18.0,46.0,2017,2862,410,2213,2847,500.0,23.0,1749,850,2017,107,,5624,1266.0,1298,2247,2792,3360,1.0,1859,3461,2658,,577,1144,244,1.0,591,8197,4289,5059,2483,,77.0,1120,846,649,431,5040,,74.0,33.0,1603,1874,413.0,2011,381,360,77,,
0,HIP14160.txt,3868,,7816,2462,454,1918,27.0,137,1160,2651,,33.0,21.0,55.0,3891,6046,1044,2151,5506,970.0,41.0,2836,1177,3493,129,,9592,13.0,2038,5874,5395,4703,,4560,8160,7333,,1533,2512,283,,746,13635,6280,10150,3829,1.0,164.0,2423,1681,1036,846,7360,,96.0,44.0,983,3933,531.0,2162,1121,960,74,,
0,HIP01219.txt,6984,,7912,2899,908,2552,42.0,151,1935,3472,,48.0,33.0,55.0,4871,8602,1531,2218,7864,1341.0,59.0,3914,1095,3313,177,,14762,2.0,2111,2504,5126,7474,2.0,5242,8973,7412,,2076,2684,375,2.0,905,15709,7622,10614,5392,2.0,123.0,2506,2278,1436,953,9632,,147.0,66.0,2241,3075,365.0,3245,1346,1585,145,,
0,HIP00614.txt,5159,,4776,1413,385,1230,11.0,19,1545,2439,1.0,35.0,14.0,37.0,2223,3532,1840,3203,2979,463.0,26.0,1531,562,1722,102,,3889,1475.0,1667,1550,3758,2305,1.0,3227,4154,4585,1.0,1168,1524,198,,292,10324,2475,5016,2408,,78.0,1772,1137,1004,480,3854,,52.0,37.0,635,1652,429.0,1504,217,198,38,,
0,HIP13902.txt,5715,,7433,2538,589,1611,50.0,133,1089,7503,1.0,35.0,33.0,68.0,4939,8403,920,6313,7470,1333.0,46.0,3531,1264,4905,177,,14795,2284.0,2558,3893,7158,7439,,4048,7945,4449,,1488,1880,313,,731,12046,8364,8959,5278,1.0,133.0,2179,1408,988,712,9432,,130.0,68.0,619,2818,301.0,3520,1362,1314,125,,
0,HIP09097.txt,3710,,5776,1818,458,1017,9.0,12,2113,2864,,28.0,21.0,26.0,2892,4706,834,1281,4684,665.0,34.0,1880,1020,2085,91,,8447,6.0,2010,2570,1953,4954,,3260,8390,3552,,1150,1682,161,,489,9199,5541,7384,4155,,122.0,1379,1349,611,855,6823,,62.0,33.0,739,2467,551.0,2308,470,534,55,,
0,HIP13860.txt,7753,2.0,6410,2884,835,2235,16.0,43,2399,3590,,68.0,46.0,91.0,2309,9813,2142,2274,7400,837.0,30.0,3085,427,3480,204,1.0,10321,8.0,2420,6504,7785,4673,1.0,6258,7559,4810,1.0,2153,3138,419,,921,12939,7079,5909,3638,,174.0,2567,2230,2531,570,7480,,134.0,49.0,1080,4306,561.0,2014,1633,1714,198,,
0,HIP13831.txt,4511,,4092,1608,461,1224,15.0,34,2507,4142,,49.0,17.0,55.0,2598,4228,1534,3041,3657,693.0,34.0,2163,904,2571,115,,6986,1784.0,1769,2439,1619,3948,1.0,2748,4980,3872,,1069,1173,192,,543,11469,4251,6368,3038,,90.0,1778,1163,867,616,4838,,68.0,29.0,1168,2378,518.0,2126,426,579,69,,
0,HIP13803.txt,9091,,8438,2784,742,1891,32.0,47,5361,12410,1.0,56.0,34.0,74.0,5692,8967,2040,9479,6422,1413.0,39.0,3918,1788,4983,244,,13698,5281.0,3662,3238,190,7474,1.0,4558,11055,5969,,1786,3564,292,2.0,829,19533,6421,11657,6321,,172.0,2728,2121,905,719,7488,,111.0,82.0,1797,4353,848.0,5646,1025,501,111,,
0,HIP14127.txt,6669,1.0,5915,1060,531,1314,24.0,32,2779,5208,,20.0,12.0,52.0,3394,5531,825,3628,4157,875.0,37.0,1792,1086,3718,153,,9463,1924.0,2151,2288,2242,3975,1.0,4104,11732,5522,,1110,2812,296,,854,12306,4992,7311,3389,,124.0,2047,1195,1053,359,4700,,121.0,46.0,966,2837,667.0,2723,697,614,88,,
0,HIP13015.txt,13704,,16322,5260,944,3473,53.0,85,4471,10175,2.0,87.0,75.0,119.0,9277,14504,1940,9603,10821,1944.0,127.0,7492,2728,7594,334,,20723,4978.0,4842,8132,295,11047,2.0,7008,21886,13245,,2328,6079,659,,1591,22597,13584,14055,8060,,238.0,4947,2718,2732,721,15151,,206.0,112.0,1446,6787,1166.0,4722,1718,1463,201,,
0,HIP12900.txt,7814,,9728,3171,563,2453,35.0,338,113,10593,3.0,47.0,33.0,79.0,5467,7300,1421,9905,5849,788.0,69.0,4318,2071,4598,142,,11476,6075.0,1330,4274,7975,6116,,3781,1027,6950,,2345,3328,380,1.0,1165,15135,7562,12017,4445,,71.0,2441,1980,1380,1657,10404,,144.0,58.0,1067,5366,442.0,3501,1398,1177,79,,
0,HIP08805.txt,13991,,16862,5925,1438,4973,90.0,468,2968,8874,,158.0,81.0,227.0,10767,17847,2613,5148,13744,2515.0,151.0,9481,3334,10296,365,,21968,18.0,4645,9383,13297,14942,4.0,11164,14751,18008,,4170,6662,906,2.0,2100,39840,16160,20013,9058,,266.0,6232,3848,4960,2306,25889,,372.0,141.0,2185,9693,1322.0,8338,3462,3296,348,,
0,HIP13319.txt,3650,,4768,2027,675,1395,12.0,118,784,3939,,56.0,15.0,66.0,2427,7468,989,1265,4050,617.0,43.0,2126,171,2559,82,,6081,6.0,1987,3966,4399,3289,1.0,4832,655,2376,,1605,1013,215,,292,6373,4936,3074,1997,,135.0,1760,1318,1393,421,5447,,82.0,28.0,704,1737,416.0,1601,345,284,148,,
0,HIP02090.txt,5894,1.0,9559,2897,539,1921,44.0,216,1492,6558,1.0,59.0,40.0,115.0,5171,9435,1509,6921,7132,1136.0,85.0,4882,1204,5690,161,,12600,3443.0,3760,6628,13275,7533,1.0,6567,1608,8994,,2755,5007,419,1.0,981,14821,8748,8960,2984,2.0,93.0,2781,1635,2184,915,10318,,124.0,57.0,2744,3088,653.0,3331,457,469,175,,
0,HIP08507.txt,6844,,15342,3971,944,2608,45.0,191,1583,7038,1.0,57.0,41.0,103.0,5082,8787,1203,5240,6506,1465.0,50.0,3840,1931,6116,215,1.0,16686,2119.0,2838,4585,5243,7103,3.0,4732,11191,7110,,1700,5533,437,1.0,1428,15962,7897,7177,3594,,85.0,1444,843,1731,223,16008,,221.0,103.0,6101,4757,903.0,5083,1070,1419,103,,
0,HIP13402.txt,2422,,2112,677,200,621,4.0,13,907,1699,,22.0,13.0,24.0,1295,2368,649,1585,1570,289.0,14.0,1129,379,1040,32,,2937,925.0,1027,1261,963,1509,,1197,1968,1349,,545,741,95,,137,5410,1745,2749,1875,,45.0,779,523,449,313,2818,,25.0,8.0,746,952,211.0,669,215,280,43,,
0,HIP13309.txt,10422,,12753,4880,1403,3464,56.0,527,162,12980,,94.0,54.0,97.0,8252,15120,1645,10015,10390,2114.0,85.0,5440,2505,7022,249,,23598,5307.0,2413,8728,6381,12074,3.0,9095,14827,11936,,3292,5708,478,,1244,33635,14086,17285,11836,2.0,254.0,4871,3024,1873,1808,15422,,221.0,98.0,2340,7378,548.0,7161,2366,3264,155,,
0,HIP05934.txt,2303,1.0,2678,609,196,678,7.0,61,348,2245,1.0,23.0,12.0,34.0,1708,4298,379,3222,2013,210.0,20.0,1298,261,1224,53,,4454,2791.0,1767,2262,4798,1039,2.0,3579,440,1341,,764,1064,80,,63,10450,1086,2840,3068,,26.0,852,478,555,223,2293,,30.0,7.0,246,976,160.0,786,189,196,74,,
0,HIP14844.txt,3191,,4476,1282,321,1085,15.0,104,879,2059,1.0,28.0,18.0,33.0,2444,5444,860,1291,3200,524.0,38.0,2443,732,2074,91,,6701,13.0,1178,2660,102,3256,,2659,626,3172,,1057,988,157,,202,7921,3038,6540,3539,,57.0,1235,944,955,631,5410,,61.0,147.0,1274,1851,337.0,1265,403,452,60,,
0,HIP10514.txt,7668,,11330,3565,848,2746,46.0,244,2110,9825,,44.0,45.0,109.0,5800,8397,1768,8145,9077,1396.0,59.0,6127,1625,6441,190,,15000,4347.0,4178,2879,5001,8801,2.0,6873,15048,7738,,2304,4158,424,1.0,1048,19134,10179,13031,4983,,211.0,4137,2406,2326,581,13319,,174.0,72.0,907,3311,706.0,4110,534,476,157,,
0,HIP10694.txt,2148,,2836,1155,177,660,10.0,10,799,3069,,12.0,15.0,14.0,1610,2777,360,3044,2096,423.0,17.0,1535,479,1418,47,,3582,1439.0,1193,1366,80,1788,,1632,2635,1527,,771,720,96,,234,5058,3310,2260,1567,,71.0,877,449,482,242,2957,,28.0,17.0,235,962,229.0,821,145,133,31,,
0,HIP14240.txt,8251,,9439,3011,756,1945,31.0,218,2340,12325,2.0,42.0,47.0,81.0,5117,8120,1497,9421,5094,1317.0,43.0,2389,1918,5447,204,,13685,5027.0,3799,4771,6816,7417,4.0,5831,18385,9467,,1858,4018,466,1.0,1276,19557,9589,11103,6165,,253.0,3304,1935,1517,747,8912,,143.0,64.0,1866,5159,634.0,4960,814,1071,141,,
0,HIP00825.txt,12282,,12121,4123,932,2770,50.0,72,5754,6554,4.0,88.0,55.0,135.0,7226,11855,2042,3472,10273,1751.0,98.0,5129,1656,6700,321,,17482,17.0,4165,7329,11625,10056,2.0,8024,22060,17802,,2932,5430,598,1.0,1678,29808,10915,14321,7029,,164.0,4723,2675,2354,936,11871,,242.0,94.0,2012,7272,1329.0,5514,2379,2357,214,,
0,HIP19048.txt,1279,,2303,857,193,599,23.0,58,644,1216,,8.0,5.0,4.0,1087,1878,338,657,1622,319.0,5.0,932,489,1464,48,,3488,2.0,554,1098,1542,1971,,1141,2219,2082,,312,395,146,,356,4851,2318,2661,1706,,39.0,727,456,216,414,2734,,55.0,25.0,358,1091,213.0,838,261,334,61,,
0,HIP17457.txt,10303,,12425,3580,742,2431,43.0,237,2275,14945,,54.0,44.0,116.0,6270,8104,1455,10316,6500,1749.0,66.0,5775,2212,5975,227,,12455,5624.0,3750,3559,5265,7967,3.0,6153,12989,8213,,2255,2251,566,2.0,1415,23118,10430,13783,6392,,219.0,3875,2452,2543,1308,12234,,165.0,74.0,2041,6160,734.0,4537,983,1200,148,,
0,HIP12743.txt,3589,,4389,1608,359,1014,17.0,55,815,5970,,15.0,20.0,22.0,2270,4033,454,3943,2630,707.0,23.0,2039,986,2084,84,,5534,2951.0,864,1748,1853,3096,,2236,1715,3311,,690,732,165,1.0,422,7509,4420,4744,3028,,103.0,1008,762,668,635,4866,,67.0,34.0,619,1905,248.0,1881,432,493,40,,
